Env,px,py,pz,q1,q2,q3,q4,vx,vy,vz,wx,wy,wz
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0027225448,0.0,-0.07366456,-3.368514e-09,0.00041216373,4.0457201e-10
